1.00000	1.00000	4.27916	29.20769	28.55097	28.54564	27.95171	25.72311	25.79671	23.31607	25.67512	29.25607
2.00000	1.00000	4.32665	28.79659	25.61922	25.58493	28.39984	21.97104	22.02934	24.11316	24.27737	28.67417
3.00000	1.00000	4.27235	27.90965	22.24356	26.25891	27.02110	22.28227	22.81597	22.27307	23.71206	27.57798
4.00000	1.00000	4.28662	29.15769	26.66774	28.27326	28.94603	24.11603	25.50172	24.73152	24.85891	29.25476
5.00000	1.00000	4.27165	27.97405	21.35308	26.06530	26.18696	22.76708	21.51339	20.85205	23.08392	27.79190
6.00000	1.00000	4.38477	28.31799	27.19687	26.28341	26.68947	26.79221	25.45620	25.18454	25.22159	28.36525
7.00000	1.00000	4.39581	30.26218	29.80347	30.06566	29.73481	27.17096	28.92488	29.03302	28.55429	30.61820
8.00000	1.00000	4.23411	27.47239	23.94678	25.50267	25.91816	22.09926	24.11972	23.71200	23.72598	27.21686
9.00000	1.00000	4.27151	28.43127	24.03074	26.47043	26.42860	21.86483	22.98581	23.03992	23.12379	28.11039
10.00000	1.00000	4.28290	30.82538	21.98025	27.80173	29.09151	24.36731	24.91037	25.25272	23.80925	30.30546
11.00000	1.00000	4.27889	29.87793	27.79203	28.61301	27.92213	24.84292	26.49976	26.13406	25.62777	30.10493
12.00000	1.00000	4.27861	29.67684	27.34057	29.14205	28.29030	25.52481	27.52659	28.96848	26.49600	30.24510
13.00000	1.00000	4.21804	28.37650	26.46817	27.21401	26.77613	23.46189	25.04927	27.44900	24.70486	28.56536
14.00000	1.00000	4.26662	28.34640	27.28084	27.63073	26.64382	23.95075	25.29079	25.74829	24.42806	27.71718
15.00000	1.00000	4.26619	28.32230	24.25271	26.14535	27.67113	20.03012	22.91831	23.42408	22.58341	28.07651
16.00000	1.00000	4.34225	29.58587	25.65413	25.95726	28.23901	23.26732	23.54874	24.14228	23.48163	28.45552
17.00000	1.00000	4.26535	27.82545	23.70157	25.23646	27.03985	22.15675	22.86570	23.43525	23.40441	26.81576
18.00000	1.00000	4.32797	28.40692	26.05025	25.87931	26.74714	24.01888	23.59147	22.23473	22.96018	27.59376
19.00000	1.00000	4.24707	37.69540	24.44758	27.40063	26.82871	24.15247	24.87763	27.27923	25.30872	28.71344
20.00000	1.00000	4.24434	28.48455	27.34057	26.17447	27.83663	24.87191	25.95520	26.51559	33.74785	27.99167
21.00000	1.00000	4.23062	27.42414	21.75826	27.88503	26.24457	22.92979	23.54316	23.26271	21.36465	27.56962
22.00000	1.00000	4.22902	28.35601	26.32487	26.46739	27.35205	22.85864	24.50566	23.19624	23.13748	28.33687
23.00000	1.00000	4.17869	28.07913	28.04662	26.93711	27.53533	24.48397	24.66480	25.35758	24.32413	28.68250
24.00000	1.00000	4.10462	28.68058	29.46347	27.49389	26.69751	25.95429	25.56041	25.07955	28.89799	28.00067
25.00000	1.00000	4.17838	29.00913	25.71252	26.05260	28.41203	23.65895	24.51957	24.72144	23.95468	27.72334
26.00000	1.00000	4.28964	28.71835	27.63956	27.55514	26.86909	24.93961	25.08644	25.66191	24.76375	28.86107
27.00000	1.00000	4.19509	27.53075	23.70573	24.98602	26.30233	21.87007	23.17452	23.49789	22.06292	27.36678
28.00000	1.00000	4.27999	28.87873	27.31697	27.45233	27.74036	25.11409	25.84522	21.15917	25.59716	29.33593
29.00000	1.00000	4.24549	28.25989	24.95177	25.70552	27.02725	22.51373	23.64339	22.96086	22.98141	28.11162
30.00000	1.00000	4.27193	28.50858	24.05576	25.41797	27.92673	22.53558	22.15134	25.80015	23.67975	27.77851
31.00000	1.00000	4.29456	28.18396	24.26626	26.48718	26.64636	22.93255	23.18030	24.71455	24.16853	28.04728
32.00000	1.00000	4.28565	28.14628	24.73328	27.18932	27.68835	25.08565	24.90961	23.63504	24.52601	28.77573
33.00000	1.00000	4.25192	29.34060	24.75441	26.18483	27.90856	22.73215	23.65021	26.41883	37.27372	28.81020
34.00000	1.00000	4.27667	29.33923	25.29884	27.03664	27.63239	24.00563	24.25774	23.88438	24.05147	29.49784
